PlatformUniqueId,StopAreaNaptanCode,Line,DirectionTowards,MinGap,MaxGap,AverageGap,MinStep,MaxStep,AverageStep,DesignatedLevelAccessPoint,LocationOfLevelAccess,LevelAccessByManualRamp,AdditionalAccessibilityInformation,GroupName
940GZZLUDGY-Plat01-WB-district,940GZZLUDGY,district,Earl's Court,0,85,,0,50,,False,,False,,
940GZZLUDGY-Plat02-EB-district,940GZZLUDGY,district,Upminster,0,85,,0,50,,False,,False,,
940GZZLUDOH-Plat01-NB-jubilee,940GZZLUDOH,jubilee,,,,,,,,False,,False,,
940GZZLUDOH-Plat02-SB-jubilee,940GZZLUDOH,jubilee,,,,,,,,False,,False,,
940GZZLUEAE-Plat01-WB-metropolitan|piccadilly,940GZZLUEAE,metropolitan,,,,,,,,False,,False,,
940GZZLUEAE-Plat01-WB-metropolitan|piccadilly,940GZZLUEAE,piccadilly,,,,,,,,False,,False,,
940GZZLUEAE-Plat02-EB-metropolitan|piccadilly,940GZZLUEAE,metropolitan,,,,,,,,False,,False,,
940GZZLUEAE-Plat02-EB-metropolitan|piccadilly,940GZZLUEAE,piccadilly,,,,,,,,False,,False,,
940GZZLUEAN-Plat01-WB-central,940GZZLUEAN,central,,,,,,,,False,,False,,
940GZZLUEAN-Plat02-EB-central,940GZZLUEAN,central,,,,,,,,False,,False,,
940GZZLUECM-Plat01-WB-district|piccadilly,940GZZLUECM,district,Ealing Broadway,0,143,,0,323,,False,,TRUE,,
940GZZLUECM-Plat01-WB-district|piccadilly,940GZZLUECM,piccadilly,Uxbridge,0,161,,0,178,,False,,TRUE,,
940GZZLUECM-Plat02-EB-district|piccadilly,940GZZLUECM,district,,,,,,,,False,,False,,
940GZZLUECM-Plat02-EB-district|piccadilly,940GZZLUECM,piccadilly,Oakwood,0,122,,0,136,,False,,TRUE,,
940GZZLUECT-Plat01-EB-district,940GZZLUECT,district,Upminster,0,85,,0,50,,TRUE,,False,,
940GZZLUECT-Plat02-EB-district,940GZZLUECT,district,Upminster,0,85,,0,50,,TRUE,,False,,
940GZZLUECT-Plat03-WB-district,940GZZLUECT,district,"Kensington (Olympia), Wimbledon or Hammersmith",0,85,,0,50,,TRUE,,False,,
940GZZLUECT-Plat04-WB-district,940GZZLUECT,district,"Kensington (Olympia), Wimbledon or Hammersmith",0,85,,0,50,,TRUE,,False,,
940GZZLUECT-Plat05-EB-piccadilly,940GZZLUECT,piccadilly,Oakwood,0,85,,0,50,,TRUE,,False,,
940GZZLUECT-Plat06-WB-piccadilly,940GZZLUECT,piccadilly,Heathrow,0,85,,0,50,,TRUE,,False,,
940GZZLUEFY-Plat01-NB-northern,940GZZLUEFY,northern,,,,,,,,False,,False,,
940GZZLUEFY-Plat02-NB-northern,940GZZLUEFY,northern,,,,,,,,False,,False,,
940GZZLUEFY-Plat03-SB-northern,940GZZLUEFY,northern,,,,,,,,False,,False,,
940GZZLUEFY-Plat04-SB-northern,940GZZLUEFY,northern,,,,,,,,False,,False,,
940GZZLUEGW-Plat01-SB-northern,940GZZLUEGW,northern,Camden Town,0,85,,0,50,,TRUE,2 centre doors on car 2,False,,
940GZZLUEGW-Plat02-SB-northern,940GZZLUEGW,northern,Camden Town,0,85,,0,50,,TRUE,2 centre doors on car 2,False,,
940GZZLUEGW-Plat03-SB-northern,940GZZLUEGW,northern,Camden Town,0,85,,0,50,,TRUE,2 centre doors on car 2,False,,
940GZZLUEHM-Plat01-WB-district|hammersmith-city,940GZZLUEHM,district,Aldgate East,0,85,,0,50,,TRUE,,False,,
940GZZLUEHM-Plat01-WB-district|hammersmith-city,940GZZLUEHM,hammersmith-city,Aldgate East,0,85,,0,50,,TRUE,,False,,
940GZZLUEHM-Plat02-EB-district|hammersmith-city,940GZZLUEHM,district,Barking,0,85,,0,50,,TRUE,,False,,
940GZZLUEHM-Plat02-EB-district|hammersmith-city,940GZZLUEHM,hammersmith-city,Barking,0,85,,0,50,,TRUE,,False,,
940GZZLUEMB-Plat01-WB-circle|district,940GZZLUEMB,circle,,,,,,,,False,,False,,
940GZZLUEMB-Plat01-WB-circle|district,940GZZLUEMB,district,,,,,,,,False,,False,,
940GZZLUEMB-Plat02-EB-circle|district,940GZZLUEMB,circle,,,,,,,,False,,False,,
940GZZLUEMB-Plat02-EB-circle|district,940GZZLUEMB,district,,,,,,,,False,,False,,
940GZZLUEMB-Plat03-NB-northern,940GZZLUEMB,northern,,,,,,,,False,,False,,
940GZZLUEMB-Plat04-SB-northern,940GZZLUEMB,northern,,,,,,,,False,,False,,
940GZZLUEMB-Plat05-NB-bakerloo,940GZZLUEMB,bakerloo,,,,,,,,False,,False,,
940GZZLUEMB-Plat06-SB-bakerloo,940GZZLUEMB,bakerloo,,,,,,,,False,,False,,
940GZZLUEPG-Plat01-WB-central,940GZZLUEPG,central,Stratford,0,212,,0,25,,False,,TRUE,"When travelling to Epping, ask staff at your starting station if your train can arrive at platform 2. If you arrive at platform 1, use Help Point to ask staff to open exit if necessary. Use Hillcrest Way for platform 1",
940GZZLUEPG-Plat02-WB-central,940GZZLUEPG,central,Stratford,0,212,,0,25,,False,,TRUE,"When travelling to Epping, ask staff at your starting station if your train can arrive at platform 2. If you arrive at platform 1, use Help Point to ask staff to open exit if necessary. Use Station Road for platform 2",
940GZZLUEPK-Plat01-WB-district,940GZZLUEPK,district,Earl's Court,0,85,,0,50,,TRUE,,False,,
940GZZLUEPK-Plat02-EB-district,940GZZLUEPK,district,Upminster,0,85,,0,50,,TRUE,,False,,
940GZZLUEPY-Plat01-EB-district,940GZZLUEPY,district,,,,,,,,False,,False,,
940GZZLUEPY-Plat02-WB-district,940GZZLUEPY,district,,,,,,,,False,,False,,
940GZZLUERB-Plat01-NB-bakerloo,940GZZLUERB,bakerloo,,,,,,,,False,,False,,
940GZZLUERB-Plat02-SB-bakerloo,940GZZLUERB,bakerloo,,,,,,,,False,,False,,
940GZZLUERC-Plat01-EB-circle|hammersmith-city,940GZZLUERC,circle,Liverpool Street,,,145,,,8,False,,False,,
940GZZLUERC-Plat01-EB-circle|hammersmith-city,940GZZLUERC,hammersmith-city,Barking,,,118,,,18,False,,False,,
940GZZLUERC-Plat02-WB-circle|district,940GZZLUERC,circle,Earl's Court,,,23,,,157,False,,TRUE,,
940GZZLUERC-Plat02-WB-circle|district,940GZZLUERC,district,Earl's Court,,,23,,,157,False,,TRUE,,
940GZZLUERC-Plat03-WB-circle|district,940GZZLUERC,circle,Earl's Court,,,23,,,157,False,,TRUE,,
940GZZLUERC-Plat03-WB-circle|district,940GZZLUERC,district,Earl's Court,,,23,,,157,False,,TRUE,,
940GZZLUERC-Plat04-WB-circle|hammersmith-city,940GZZLUERC,circle,Hammersmith,,,145,,,8,False,,False,,
940GZZLUERC-Plat04-WB-circle|hammersmith-city,940GZZLUERC,hammersmith-city,Hammersmith,,,118,,,18,False,,False,,
940GZZLUESQ-Plat01-WB-circle|hammersmith-city|metropolitan,940GZZLUESQ,circle,Edgware Road,0,85,,0,50,,TRUE,,False,,
940GZZLUESQ-Plat01-WB-circle|hammersmith-city|metropolitan,940GZZLUESQ,hammersmith-city,Edgware Road,0,85,,0,50,,TRUE,,False,,
940GZZLUESQ-Plat01-WB-circle|hammersmith-city|metropolitan,940GZZLUESQ,metropolitan,Harrow-on-the-Hill,0,85,,0,50,,TRUE,8 car trains: cars 4 (3rd door) and 5 (1st door),False,,
940GZZLUESQ-Plat02-EB-circle|hammersmith-city|metropolitan,940GZZLUESQ,circle,,,,,,,,False,,False,,
940GZZLUESQ-Plat02-EB-circle|hammersmith-city|metropolitan,940GZZLUESQ,hammersmith-city,,,,,,,,False,,False,,
940GZZLUESQ-Plat02-EB-circle|hammersmith-city|metropolitan,940GZZLUESQ,metropolitan,,,,,,,,False,,False,,
940GZZLUFBY-Plat01-WB-district,940GZZLUFBY,district,Wimbledon,0,85,,0,50,,False,,False,,
940GZZLUFBY-Plat02-EB-district,940GZZLUFBY,district,Earl's Court,0,85,,0,50,,False,,False,,
940GZZLUFLP-Plat01-WB-central,940GZZLUFLP,central,,,,,,,,False,,False,,
940GZZLUFLP-Plat02-EB-central,940GZZLUFLP,central,,,,,,,,False,,False,,
940GZZLUFYC-Plat01-NB-northern,940GZZLUFYC,northern,High Barnet,0,85,,0,50,,TRUE,,False,,
940GZZLUFYC-Plat02-NB-northern,940GZZLUFYC,northern,High Barnet,0,85,,0,50,,TRUE,,False,,
940GZZLUFYC-Plat03-SB-northern,940GZZLUFYC,northern,Camden Town,0,85,,0,50,,TRUE,,False,,
940GZZLUFYR-Plat01-NB-metropolitan,940GZZLUFYR,metropolitan,"Amersham, Chesham and Uxbridge",,,199,,,5,False,,False,,
940GZZLUFYR-Plat02-NB-jubilee,940GZZLUFYR,jubilee,Stanmore,0,100,,0,140,,False,,TRUE,,
940GZZLUFYR-Plat03-SB-jubilee,940GZZLUFYR,jubilee,Stratford,0,120,,0,163,,False,,TRUE,,
940GZZLUFYR-Plat04-SB-metropolitan,940GZZLUFYR,metropolitan,Liverpool Street,0,116,,0,1,,False,,TRUE,,
940GZZLUGDG-Plat01-NB-northern,940GZZLUGDG,northern,,,,,,,,False,,False,,
940GZZLUGDG-Plat02-SB-northern,940GZZLUGDG,northern,,,,,,,,False,,False,,
940GZZLUGGH-Plat01-WB-central,940GZZLUGGH,central,,,,,,,,False,,False,,
940GZZLUGGH-Plat02-EB-central,940GZZLUGGH,central,,,,,,,,False,,False,,
940GZZLUGGN-Plat01-NB-northern,940GZZLUGGN,northern,Hendon Central,5,37,,113,150,,False,,TRUE,,
940GZZLUGGN-Plat02-NB-northern,940GZZLUGGN,northern,Hendon Central,5,37,,113,150,,False,,TRUE,,
940GZZLUGGN-Plat03-NB-northern,940GZZLUGGN,northern,Hendon Central,5,37,,113,150,,False,,TRUE,,
940GZZLUGGN-Plat04-SB-northern,940GZZLUGGN,northern,Camden Town,43,57,,0,137,,False,,TRUE,,
940GZZLUGGN-Plat05-SB-northern,940GZZLUGGN,northern,Camden Town,43,57,,0,137,,False,,TRUE,,
940GZZLUGHK-Plat01-EB-circle|hammersmith-city,940GZZLUGHK,circle,,,,,,,,False,,False,,
940GZZLUGHK-Plat01-EB-circle|hammersmith-city,940GZZLUGHK,hammersmith-city,,,,,,,,False,,False,,
940GZZLUGHK-Plat02-WB-circle|hammersmith-city,940GZZLUGHK,circle,,,,,,,,False,,False,,
940GZZLUGHK-Plat02-WB-circle|hammersmith-city,940GZZLUGHK,hammersmith-city,,,,,,,,False,,False,,
940GZZLUGPK-Plat01-WB-piccadilly,940GZZLUGPK,piccadilly,Heathrow,0,85,,0,50,,TRUE,,False,,
940GZZLUGPK-Plat02-EB-piccadilly,940GZZLUGPK,piccadilly,Oakwood,0,85,,0,50,,TRUE,,False,,
940GZZLUGPK-Plat03-NB-victoria,940GZZLUGPK,victoria,Tottenham Hale,0,85,,0,50,,TRUE,,False,,
940GZZLUGPK-Plat04-SB-victoria,940GZZLUGPK,victoria,Brixton,0,85,,0,50,,TRUE,,False,,
940GZZLUGPK-Plat05-NB-jubilee,940GZZLUGPK,jubilee,Stanmore,0,85,,0,50,,TRUE,,False,,
940GZZLUGPK-Plat06-SB-jubilee,940GZZLUGPK,jubilee,Stratford,0,85,,0,50,,TRUE,,False,,
940GZZLUGPS-Plat01-WB-circle|hammersmith-city|metropolitan,940GZZLUGPS,circle,,,,,,,,False,,False,,
940GZZLUGPS-Plat01-WB-circle|hammersmith-city|metropolitan,940GZZLUGPS,hammersmith-city,,,,,,,,False,,False,,
940GZZLUGPS-Plat01-WB-circle|hammersmith-city|metropolitan,940GZZLUGPS,metropolitan,,,,,,,,False,,False,,
940GZZLUGPS-Plat02-EB-circle|hammersmith-city|metropolitan,940GZZLUGPS,circle,,,,,,,,False,,False,,
940GZZLUGPS-Plat02-EB-circle|hammersmith-city|metropolitan,940GZZLUGPS,hammersmith-city,,,,,,,,False,,False,,
940GZZLUGPS-Plat02-EB-circle|hammersmith-city|metropolitan,940GZZLUGPS,metropolitan,,,,,,,,False,,False,,
940GZZLUGTH-Plat01-WB-central,940GZZLUGTH,central,,,,,,,,False,,False,,
940GZZLUGTH-Plat02-EB-central,940GZZLUGTH,central,,,,,,,,False,,False,,
940GZZLUGTR-Plat01-WB-district,940GZZLUGTR,district,,,,,,,,False,,False,,
940GZZLUGTR-Plat02-WB-circle,940GZZLUGTR,circle,,,,,,,,False,,False,,
940GZZLUGTR-Plat03-EB-circle|district,940GZZLUGTR,circle,,,,,,,,False,,False,,
940GZZLUGTR-Plat03-EB-circle|district,940GZZLUGTR,district,,,,,,,,False,,False,,
940GZZLUGTR-Plat04-WB-piccadilly,940GZZLUGTR,piccadilly,,,,,,,,False,,False,,
940GZZLUGTR-Plat05-EB-piccadilly,940GZZLUGTR,piccadilly,,,,,,,,False,,False,,
940GZZLUHBN-Plat01-WB-central,940GZZLUHBN,central,,,,,,,,False,,False,,
940GZZLUHBN-Plat02-EB-central,940GZZLUHBN,central,,,,,,,,False,,False,,
940GZZLUHBN-Plat03-WB-piccadilly,940GZZLUHBN,piccadilly,,,,,,,,False,,False,,
940GZZLUHBN-Plat04-EB-piccadilly,940GZZLUHBN,piccadilly,,,,,,,,False,,False,,
940GZZLUHBT-Plat01-SB-northern,940GZZLUHBT,northern,Camden Town,0,85,,0,50,,False,,False,,
940GZZLUHBT-Plat02-SB-northern,940GZZLUHBT,northern,Camden Town,0,85,,0,50,,False,,False,,
940GZZLUHBT-Plat03-SB-northern,940GZZLUHBT,northern,Camden Town,0,85,,0,50,,False,,False,,
940GZZLUHCH-Plat01-WB-district,940GZZLUHCH,district,,,,,,,,False,,False,,
940GZZLUHCH-Plat02-EB-district,940GZZLUHCH,district,,,,,,,,False,,False,,
940GZZLUHCL-Plat01-NB-northern,940GZZLUHCL,northern,Edgware,0,85,,0,50,,TRUE,2 centre doors on car 5,False,,
940GZZLUHCL-Plat02-SB-northern,940GZZLUHCL,northern,Camden Town,0,85,,0,50,,TRUE,2 centre doors on car 2,False,,
940GZZLUHGD-Plat01-WB-metropolitan|piccadilly,940GZZLUHGD,metropolitan,Uxbridge,0,73,,0,110,,False,,TRUE,,
940GZZLUHGD-Plat01-WB-metropolitan|piccadilly,940GZZLUHGD,piccadilly,Uxbridge,0,83,,0,177,,False,,TRUE,,
940GZZLUHGD-Plat02-EB-metropolitan|piccadilly,940GZZLUHGD,metropolitan,Liverpool Street,0,86,,0,118,,False,,TRUE,,
940GZZLUHGD-Plat02-EB-metropolitan|piccadilly,940GZZLUHGD,piccadilly,Oakwood,0,87,,0,183,,False,,TRUE,,
940GZZLUHGR-Plat01-WB-central,940GZZLUHGR,central,,,,,,,,False,,False,,
940GZZLUHGR-Plat02-EB-central,940GZZLUHGR,central,,,,,,,,False,,False,,
940GZZLUHGT-Plat01-NB-northern,940GZZLUHGT,northern,,,,,,,,False,,False,,
940GZZLUHGT-Plat02-SB-northern,940GZZLUHGT,northern,,,,,,,,False,,False,,
940GZZLUHLT-Plat01-WB-central,940GZZLUHLT,central,Roding Valley,0,157,,0,117,,False,,TRUE,,
940GZZLUHLT-Plat02-WB-central,940GZZLUHLT,central,Barkingside,0,203,,0,87,,False,,TRUE,,
940GZZLUHLT-Plat03-WB-central,940GZZLUHLT,central,Barkingside,0,203,,0,87,,False,,TRUE,,
940GZZLUHNX-Plat01-WB-piccadilly,940GZZLUHNX,piccadilly,,,,,,,,False,,False,,
940GZZLUHNX-Plat02-EB-piccadilly,940GZZLUHNX,piccadilly,,,,,,,,False,,False,,
940GZZLUHPC-Plat01-EB-piccadilly,940GZZLUHPC,piccadilly,,,,,,,,False,,False,,
940GZZLUHPC-Plat02-WB-piccadilly,940GZZLUHPC,piccadilly,,,,,,,,False,,False,,
940GZZLUHPK-Plat01-WB-central,940GZZLUHPK,central,,,,,,,,False,,False,,
940GZZLUHPK-Plat02-EB-central,940GZZLUHPK,central,,,,,,,,False,,False,,
940GZZLUHSK-Plat01-WB-circle|district,940GZZLUHSK,circle,,,,,,,,False,,False,,
940GZZLUHSK-Plat01-WB-circle|district,940GZZLUHSK,district,,,,,,,,False,,False,,
940GZZLUHSK-Plat02-EB-circle|district,940GZZLUHSK,circle,,,,,,,,False,,False,,
940GZZLUHSK-Plat02-EB-circle|district,940GZZLUHSK,district,,,,,,,,False,,False,,
940GZZLUHSK-Plat03-WB-circle|district,940GZZLUHSK,circle,,,,,,,,False,,False,,
940GZZLUHSK-Plat03-WB-circle|district,940GZZLUHSK,district,,,,,,,,False,,False,,
940GZZLUHSK-Plat04-WB-circle|district,940GZZLUHSK,circle,,,,,,,,False,,False,,
940GZZLUHSK-Plat04-WB-circle|district,940GZZLUHSK,district,,,,,,,,False,,False,,
940GZZLUHTD-Plat01-NB-northern,940GZZLUHTD,northern,,,,,,,,False,,False,,
940GZZLUHTD-Plat02-SB-northern,940GZZLUHTD,northern,,,,,,,,False,,False,,
940GZZLUHWC-Plat01-WB-piccadilly,940GZZLUHWC,piccadilly,,,,,,,,False,,False,,
940GZZLUHWC-Plat02-EB-piccadilly,940GZZLUHWC,piccadilly,,,,,,,,False,,False,,
940GZZLUHWE-Plat01-WB-piccadilly,940GZZLUHWE,piccadilly,Heathrow,0,71,,0,107,,False,,TRUE,,
940GZZLUHWE-Plat02-EB-piccadilly,940GZZLUHWE,piccadilly,Oakwood,0,71,,0,107,,False,,TRUE,,
940GZZLUHWT-Plat01-WB-piccadilly,940GZZLUHWT,piccadilly,Heathrow,0,85,,0,50,,TRUE,2 centre doors on car 2,False,Entrance / exit via stairlift for manual wheelchair users only. The maximum operating weight of the stairlift is 225kg,
940GZZLUHWT-Plat02-EB-piccadilly,940GZZLUHWT,piccadilly,Oakwood,0,85,,0,50,,TRUE,2 centre doors on car 5,False,Entrance / exit via stairlift for manual wheelchair users only. The maximum operating weight of the stairlift is 225kg,
940GZZLUHWY-Plat01-WB-piccadilly,940GZZLUHWY,piccadilly,,,,,,,,False,,False,,
940GZZLUHWY-Plat02-EB-piccadilly,940GZZLUHWY,piccadilly,,,,,,,,False,,False,,
940GZZLUICK-Plat01-WB-metropolitan|piccadilly,940GZZLUICK,metropolitan,,,,,,,,False,,TRUE,,
940GZZLUICK-Plat01-WB-metropolitan|piccadilly,940GZZLUICK,piccadilly,,,,,,,,False,,TRUE,,
940GZZLUICK-Plat02-EB-metropolitan|piccadilly,940GZZLUICK,metropolitan,,,,,,,,False,,TRUE,,
940GZZLUICK-Plat02-EB-metropolitan|piccadilly,940GZZLUICK,piccadilly,,,,,,,,False,,TRUE,,
940GZZLUKBN-Plat01-NB-jubilee,940GZZLUKBN,jubilee,Stanmore,0,77,,0,140,,False,,TRUE,,
940GZZLUKBN-Plat02-SB-jubilee,940GZZLUKBN,jubilee,Stratford,0,80,,0,127,,False,,TRUE,,
940GZZLUKBY-Plat01-NB-jubilee,940GZZLUKBY,jubilee,Stanmore,0,85,,0,50,,TRUE,2 centre doors on cars 5 and 6,False,,
940GZZLUKBY-Plat02-SB-jubilee,940GZZLUKBY,jubilee,Stratford,0,85,,0,50,,TRUE,2 centre doors on cars 2 and 3,False,,
940GZZLUKNB-Plat01-EB-piccadilly,940GZZLUKNB,piccadilly,,,,,,,,False,,False,,
940GZZLUKNB-Plat02-WB-piccadilly,940GZZLUKNB,piccadilly,,,,,,,,False,,False,,
940GZZLUKNG-Plat01-NB-northern,940GZZLUKNG,northern,Bank,0,85,,0,50,,TRUE,,False,,
940GZZLUKNG-Plat02-SB-northern,940GZZLUKNG,northern,Morden,0,85,,51,120,,TRUE,,False,,
940GZZLUKNG-Plat03-NB-northern,940GZZLUKNG,northern,Charing Cross,0,85,,0,50,,TRUE,,False,,
940GZZLUKNG-Plat04-SB-northern,940GZZLUKNG,northern,Morden,0,85,,51,120,,TRUE,,False,,
940GZZLUKPK-Plat01-NB-bakerloo,940GZZLUKPK,bakerloo,,,,,,,,False,,False,,
940GZZLUKPK-Plat02-SB-bakerloo,940GZZLUKPK,bakerloo,,,,,,,,False,,False,,
940GZZLULAD-Plat01-EB-circle|hammersmith-city,940GZZLULAD,circle,,,,,,,,False,,False,,
940GZZLULAD-Plat01-EB-circle|hammersmith-city,940GZZLULAD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULAD-Plat02-WB-circle|hammersmith-city,940GZZLULAD,circle,,,,,,,,False,,False,,
940GZZLULAD-Plat02-WB-circle|hammersmith-city,940GZZLULAD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULBN-Plat01-NB-bakerloo,940GZZLULBN,bakerloo,,,,,,,,False,,False,,
940GZZLULBN-Plat02-SB-bakerloo,940GZZLULBN,bakerloo,,,,,,,,False,,False,,
940GZZLULGN-Plat01-WB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGN-Plat02-WB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGN-Plat03-WB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGN-Plat04-EB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGT-Plat01-WB-central,940GZZLULGT,central,,,,,,,,False,,False,,
940GZZLULGT-Plat02-EB-central,940GZZLULGT,central,,,,,,,,False,,False,,
940GZZLULRD-Plat01-EB-circle|hammersmith-city,940GZZLULRD,circle,,,,,,,,False,,False,,
940GZZLULRD-Plat01-EB-circle|hammersmith-city,940GZZLULRD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULRD-Plat02-WB-circle|hammersmith-city,940GZZLULRD,circle,,,,,,,,False,,False,,
940GZZLULRD-Plat02-WB-circle|hammersmith-city,940GZZLULRD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULSQ-Plat01-WB-piccadilly,940GZZLULSQ,piccadilly,,,,,,,,False,,False,,
940GZZLULSQ-Plat02-EB-piccadilly,940GZZLULSQ,piccadilly,,,,,,,,False,,False,,
940GZZLULSQ-Plat03-SB-northern,940GZZLULSQ,northern,,,,,,,,False,,False,,
940GZZLULSQ-Plat04-NB-northern,940GZZLULSQ,northern,,,,,,,,False,,False,,
940GZZLULYN-Plat01-WB-central,940GZZLULYN,central,,,,,,,,False,,False,,
940GZZLULYN-Plat02-EB-central,940GZZLULYN,central,,,,,,,,False,,False,,
940GZZLULYS-Plat01-WB-central,940GZZLULYS,central,,,,,,,,False,,False,,
940GZZLULYS-Plat02-WB-central,940GZZLULYS,central,,,,,,,,False,,False,,
940GZZLULYS-Plat03-EB-central,940GZZLULYS,central,,,,,,,,False,,False,,
940GZZLUMBA-Plat01-WB-central,940GZZLUMBA,central,,,,,,,,False,,False,,
940GZZLUMBA-Plat02-EB-central,940GZZLUMBA,central,,,,,,,,False,,False,,
940GZZLUMDN-Plat01-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0,85,,0,50,,TRUE,2 centre doors on car 5,False,,
940GZZLUMDN-Plat02-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0,85,,0,50,,TRUE,2 centre doors on car 5,False,,
940GZZLUMDN-Plat03-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0,85,,0,50,,TRUE,2 centre doors on car 5,False,,
940GZZLUMDN-Plat04-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0,85,,0,50,,TRUE,2 centre doors on car 5,False,,
940GZZLUMDN-Plat05-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0,85,,0,50,,TRUE,2 centre doors on car 5,False,,
940GZZLUMED-Plat01-WB-central,940GZZLUMED,central,Barkingside,0,43,,0,227,,False,,TRUE,,
940GZZLUMED-Plat02-WB-district|hammersmith-city,940GZZLUMED,district,Earl's Court,0,85,,0,50,,TRUE,,False,,
940GZZLUMED-Plat02-WB-district|hammersmith-city,940GZZLUMED,hammersmith-city,Hammersmith,0,85,,0,50,,TRUE,,False,,
940GZZLUMED-Plat03-EB-district|hammersmith-city,940GZZLUMED,district,Upminster,0,85,,0,50,,TRUE,,False,,
940GZZLUMED-Plat03-EB-district|hammersmith-city,940GZZLUMED,hammersmith-city,Barking,0,85,,0,50,,TRUE,,False,,
940GZZLUMED-Plat04-EB-central,940GZZLUMED,central,Woodford,0,43,,0,223,,False,,TRUE,,
940GZZLUMHL-Plat01-SB-northern,940GZZLUMHL,northern,Camden Town,,,,,,,False,,TRUE,,
940GZZLUMMT-Plat01-WB-circle|district,940GZZLUMMT,circle,,,,,,,,False,,False,,
940GZZLUMMT-Plat01-WB-circle|district,940GZZLUMMT,district,,,,,,,,False,,False,,
940GZZLUMMT-Plat02-EB-circle|district,940GZZLUMMT,circle,,,,,,,,False,,False,,
940GZZLUMMT-Plat02-EB-circle|district,940GZZLUMMT,district,,,,,,,,False,,False,,
940GZZLUMPK-Plat01-NB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMPK-Plat02-SB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMPK-Plat03-NB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMPK-Plat04-SB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMRH-Plat01-EB-piccadilly,940GZZLUMRH,piccadilly,,,,,,,,False,,False,,
940GZZLUMRH-Plat02-WB-piccadilly,940GZZLUMRH,piccadilly,,,,,,,,False,,False,,
940GZZLUMSH-Plat01-WB-circle|district,940GZZLUMSH,circle,,,,,,,,False,,False,,
940GZZLUMSH-Plat01-WB-circle|district,940GZZLUMSH,district,,,,,,,,False,,False,,
940GZZLUMSH-Plat03-EB-circle|district,940GZZLUMSH,circle,,,,,,,,False,,False,,
940GZZLUMSH-Plat03-EB-circle|district,940GZZLUMSH,district,,,,,,,,False,,False,,
940GZZLUMTC-Plat01-NB-northern,940GZZLUMTC,northern,,,,,,,,False,,False,,
940GZZLUMTC-Plat02-SB-northern,940GZZLUMTC,northern,,,,,,,,False,,False,,
940GZZLUMVL-Plat01-NB-bakerloo,940GZZLUMVL,bakerloo,,,,,,,,False,,False,,
940GZZLUMVL-Plat02-SB-bakerloo,940GZZLUMVL,bakerloo,,,,,,,,False,,False,,
940GZZLUNAN-Plat01-WB-central,940GZZLUNAN,central,,,,,,,,False,,False,,
940GZZLUNAN-Plat02-EB-central,940GZZLUNAN,central,,,,,,,,False,,False,,
940GZZLUNAN-Plat03-EB-central,940GZZLUNAN,central,,,,,,,,False,,False,,
940GZZLUNBP-Plat01-WB-central,940GZZLUNBP,central,Ealing Broadway,,,,,,,False,,TRUE,,
940GZZLUNBP-Plat02-EB-central,940GZZLUNBP,central,Hainault,,,,,,,False,,TRUE,,
940GZZLUNDN-Plat02-NB-jubilee,940GZZLUNDN,jubilee,,,,,,,,False,,False,,
940GZZLUNDN-Plat03-SB-jubilee,940GZZLUNDN,jubilee,,,,,,,,False,,False,,
940GZZLUNEN-Plat01-WB-piccadilly,940GZZLUNEN,piccadilly,,,,,,,,False,,False,,
940GZZLUNEN-Plat02-EB-piccadilly,940GZZLUNEN,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat01-WB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat02-WB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat03-EB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat04-EB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNGW-Plat01-WB-jubilee,940GZZLUNGW,jubilee,Stanmore,0,85,,0,50,,False,,False,"For level access leaving the train at Green Park or Wembley Park, please travel in the correct carriage. ",
