pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional
HUBCHX-1000045-RPL-23-HUBCHX-Plat04-SB-national-rail-same_level,HUBCHX-1000045-RPL-23,HUBCHX-Plat04-SB-national-rail,1,1
HUBCHX-1000045-RPL-23-HUBCHX-Plat05-SB-national-rail-same_level,HUBCHX-1000045-RPL-23,HUBCHX-Plat05-SB-national-rail,1,1
HUBCHX-1000045-RPL-23-HUBCHX-Plat06-SB-national-rail-same_level,HUBCHX-1000045-RPL-23,HUBCHX-Plat06-SB-national-rail,1,1
HUBCLJ-1001069-Bus-1-HUBCLJ-1001069-JOHNS-3-ramp,HUBCLJ-1001069-Bus-1,HUBCLJ-1001069-JOHNS-3,1,1
HUBCLJ-1001069-Bus-1-HUBCLJ-1001069-STATI-4-same_level,HUBCLJ-1001069-Bus-1,HUBCLJ-1001069-STATI-4,1,1
HUBCLJ-1001069-GRANT-8-HUBCLJ-1001069-Subwy-10-same_level,HUBCLJ-1001069-GRANT-8,HUBCLJ-1001069-Subwy-10,1,1
HUBCLJ-1001069-JOHNS-3-HUBCLJ-1001069-RLY-9-same_level,HUBCLJ-1001069-JOHNS-3,HUBCLJ-1001069-RLY-9,1,1
HUBCLJ-1001069-RLY-9-HUBCLJ-1001069-RPL-K-2-lift-HUBCLJ-Lift-1,HUBCLJ-1001069-RLY-9,HUBCLJ-1001069-RPL-K-2,5,1
HUBCLJ-1001069-RLY-9-HUBCLJ-Outside-same_level,HUBCLJ-1001069-RLY-9,HUBCLJ-Outside,1,1
HUBCLJ-1001069-RPL-K-2-HUBCLJ-Plat01-EB-london-overground-same_level,HUBCLJ-1001069-RPL-K-2,HUBCLJ-Plat01-EB-london-overground,1,1
HUBCLJ-1001069-RPL-K-2-HUBCLJ-Plat02-EB-london-overground-same_level,HUBCLJ-1001069-RPL-K-2,HUBCLJ-Plat02-EB-london-overground,1,1
HUBCLJ-1001069-STATI-4-HUBCLJ-1001069-Subwy-10-same_level,HUBCLJ-1001069-STATI-4,HUBCLJ-1001069-Subwy-10,1,1
HUBCLJ-1001069-Subwy-10-HUBCLJ-1001069-RPL-K-2-lift-HUBCLJ-Lift-2,HUBCLJ-1001069-Subwy-10,HUBCLJ-1001069-RPL-K-2,5,1
HUBCLJ-1001069-Subwy-10-HUBCLJ-Outside-same_level,HUBCLJ-1001069-Subwy-10,HUBCLJ-Outside,1,1
HUBCLJ-Plat01-EB-london-overground-HUBCLJ-Plat02-EB-london-overground-same_level,HUBCLJ-Plat01-EB-london-overground,HUBCLJ-Plat02-EB-london-overground,1,1
HUBCLW-1000049-A-STA-1-HUBCLW-1000049-BookH-4-same_level,HUBCLW-1000049-A-STA-1,HUBCLW-1000049-BookH-4,1,1
HUBCLW-1000049-B-CAR-2-HUBCLW-1000049-MetWB-6-same_level,HUBCLW-1000049-B-CAR-2,HUBCLW-1000049-MetWB-6,1,1
HUBCLW-1000049-B-CAR-2-HUBCLW-1000049-RPL-W-8-same_level,HUBCLW-1000049-B-CAR-2,HUBCLW-1000049-RPL-W-8,1,1
HUBCLW-1000049-B-CAR-2-HUBCLW-1000049-Subwa-5-ramp,HUBCLW-1000049-B-CAR-2,HUBCLW-1000049-Subwa-5,1,1
HUBCLW-1000049-BookH-4-HUBCLW-1000049-Entr-90-same_level,HUBCLW-1000049-BookH-4,HUBCLW-1000049-Entr-90,1,1
HUBCLW-1000049-BookH-4-HUBCLW-1000049-MetEB-3-same_level,HUBCLW-1000049-BookH-4,HUBCLW-1000049-MetEB-3,1,1
HUBCLW-1000049-BookH-4-HUBCLW-1000049-Subwa-5-ramp,HUBCLW-1000049-BookH-4,HUBCLW-1000049-Subwa-5,1,1
HUBCLW-1000049-Entr-91-HUBCLW-1000049-RPL-W-8-same_level,HUBCLW-1000049-Entr-91,HUBCLW-1000049-RPL-W-8,1,1
HUBCLW-1000049-MetEB-3-HUBCLW-1000049-Subwa-5-ramp,HUBCLW-1000049-MetEB-3,HUBCLW-1000049-Subwa-5,1,1
HUBCLW-1000049-MetWB-6-HUBCLW-1000049-Subwa-5-ramp,HUBCLW-1000049-MetWB-6,HUBCLW-1000049-Subwa-5,1,1
HUBCLW-1000049-RPL-E-7-HUBCLW-1000049-Subwa-5-ramp,HUBCLW-1000049-RPL-E-7,HUBCLW-1000049-Subwa-5,1,1
HUBCLW-1000049-RPL-W-8-HUBCLW-1000049-Subwa-5-ramp,HUBCLW-1000049-RPL-W-8,HUBCLW-1000049-Subwa-5,1,1
HUBCLW-Outside-HUBCLW-Plat01-NB-metropolitan-same_level,HUBCLW-Outside,HUBCLW-Plat01-NB-metropolitan,1,1
HUBCLW-Outside-HUBCLW-Plat02-SB-metropolitan-same_level,HUBCLW-Outside,HUBCLW-Plat02-SB-metropolitan,1,1
HUBCLW-Plat01-NB-metropolitan-HUBCLW-Plat02-SB-metropolitan-same_level,HUBCLW-Plat01-NB-metropolitan,HUBCLW-Plat02-SB-metropolitan,1,1
HUBCST-1000040-A-DOW-4-HUBCST-1000040-BookH-7-ramp,HUBCST-1000040-A-DOW-4,HUBCST-1000040-BookH-7,1,1
HUBCST-1000040-A-DOW-4-HUBCST-1000040-Bus-1-same_level,HUBCST-1000040-A-DOW-4,HUBCST-1000040-Bus-1,1,1
HUBCST-1000040-A-DOW-4-HUBCST-Outside-same_level,HUBCST-1000040-A-DOW-4,HUBCST-Outside,1,1
HUBCST-1000040-BookH-7-HUBCST-1000040-DisWB-2-lift-HUBCST-Lift-2,HUBCST-1000040-BookH-7,HUBCST-1000040-DisWB-2,5,1
HUBCST-1000040-Bus-1-HUBCST-1000337-NR E-9-same_level,HUBCST-1000040-Bus-1,HUBCST-1000337-NR E-9,1,1
HUBCST-1000040-Bus-1-HUBCST-1000337-NR W-5-same_level,HUBCST-1000040-Bus-1,HUBCST-1000337-NR W-5,1,1
HUBCST-1000040-DisWB-2-HUBCST-Plat01-WB-circle|district-same_level,HUBCST-1000040-DisWB-2,HUBCST-Plat01-WB-circle|district,1,1
HUBCST-1000040-NRLIF-8-HUBCST-1000337-NR-6-same_level,HUBCST-1000040-NRLIF-8,HUBCST-1000337-NR-6,1,1
HUBCST-1000337-NR-6-HUBCST-1000337-NR E-9-lift-HUBCST-Lift-1,HUBCST-1000337-NR-6,HUBCST-1000337-NR E-9,5,1
HUBCST-1000337-NR-6-HUBCST-1000337-RPL-8-same_level,HUBCST-1000337-NR-6,HUBCST-1000337-RPL-8,1,1
HUBCST-1000337-NR-6-HUBCST-Plat01-SB-national-rail-same_level,HUBCST-1000337-NR-6,HUBCST-Plat01-SB-national-rail,1,1
HUBCST-1000337-NR-6-HUBCST-Plat02-SB-national-rail-same_level,HUBCST-1000337-NR-6,HUBCST-Plat02-SB-national-rail,1,1
HUBCST-1000337-NR-6-HUBCST-Plat03-SB-national-rail-same_level,HUBCST-1000337-NR-6,HUBCST-Plat03-SB-national-rail,1,1
HUBCST-1000337-NR-6-HUBCST-Plat04-SB-national-rail-same_level,HUBCST-1000337-NR-6,HUBCST-Plat04-SB-national-rail,1,1
HUBCST-1000337-NR-6-HUBCST-Plat05-SB-national-rail-same_level,HUBCST-1000337-NR-6,HUBCST-Plat05-SB-national-rail,1,1
HUBCST-1000337-NR-6-HUBCST-Plat06-SB-national-rail-same_level,HUBCST-1000337-NR-6,HUBCST-Plat06-SB-national-rail,1,1
HUBCST-1000337-NR-6-HUBCST-Plat07-SB-national-rail-same_level,HUBCST-1000337-NR-6,HUBCST-Plat07-SB-national-rail,1,1
HUBCST-Outside-HUBCST-1000337-NR E-9-same_level,HUBCST-Outside,HUBCST-1000337-NR E-9,1,1
HUBCST-Outside-HUBCST-1000337-NR W-5-same_level,HUBCST-Outside,HUBCST-1000337-NR W-5,1,1
HUBCUS-1001079-BCD-3-HUBCUS-1001079-Bus-1-same_level,HUBCUS-1001079-BCD-3,HUBCUS-1001079-Bus-1,1,1
HUBCUS-1001079-BCD-3-HUBCUS-1001079-EXCEL-7-same_level,HUBCUS-1001079-BCD-3,HUBCUS-1001079-EXCEL-7,1,1
HUBCUS-1001079-BCD-3-HUBCUS-1001079-VIC-4-same_level,HUBCUS-1001079-BCD-3,HUBCUS-1001079-VIC-4,1,1
HUBCUS-1001079-Bus-1-HUBCUS-1001079-VIC-4-same_level,HUBCUS-1001079-Bus-1,HUBCUS-1001079-VIC-4,1,1
HUBCUS-1001079-CBH-9-HUBCUS-1001079-EL EB-5-lift-HUBCUS-Lift-8,HUBCUS-1001079-CBH-9,HUBCUS-1001079-EL EB-5,5,1
HUBCUS-1001079-CBH-9-HUBCUS-1001079-EL WB-10-lift-HUBCUS-Lift-8,HUBCUS-1001079-CBH-9,HUBCUS-1001079-EL WB-10,5,1
HUBCUS-1001079-CBH-9-HUBCUS-1001079-WalkC-6-same_level,HUBCUS-1001079-CBH-9,HUBCUS-1001079-WalkC-6,1,1
HUBCUS-1001079-CBH-9-HUBCUS-1001079-WalkE-13-ramp,HUBCUS-1001079-CBH-9,HUBCUS-1001079-WalkE-13,1,1
HUBCUS-1001079-DLR-2-HUBCUS-1001079-WalkE-13-lift-HUBCUS-Lift-4,HUBCUS-1001079-DLR-2,HUBCUS-1001079-WalkE-13,5,1
HUBCUS-1001079-DLR-2-HUBCUS-1001079-WalkW-12-lift-HUBCUS-Lift-3,HUBCUS-1001079-DLR-2,HUBCUS-1001079-WalkW-12,5,1
HUBCUS-1001079-DLR-2-HUBCUS-Plat03-EB-dlr-same_level,HUBCUS-1001079-DLR-2,HUBCUS-Plat03-EB-dlr,1,1
HUBCUS-1001079-DLR-2-HUBCUS-Plat04-WB-dlr-same_level,HUBCUS-1001079-DLR-2,HUBCUS-Plat04-WB-dlr,1,1
HUBCUS-1001079-EL EB-5-HUBCUS-PlatA-EB-elizabeth-same_level,HUBCUS-1001079-EL EB-5,HUBCUS-PlatA-EB-elizabeth,1,1
HUBCUS-1001079-EL WB-10-HUBCUS-PlatB-WB-elizabeth-same_level,HUBCUS-1001079-EL WB-10,HUBCUS-PlatB-WB-elizabeth,1,1
HUBCUS-1001079-EXCEL-7-HUBCUS-1001079-WalkC-6-lift-HUBCUS-Lift-5,HUBCUS-1001079-EXCEL-7,HUBCUS-1001079-WalkC-6,5,1
HUBCUS-1001079-EXCEL-7-HUBCUS-1001079-WalkC-6-ramp,HUBCUS-1001079-EXCEL-7,HUBCUS-1001079-WalkC-6,1,1
HUBCUS-1001079-EXCEL-7-HUBCUS-1001079-WalkE-13-lift-HUBCUS-Lift-7,HUBCUS-1001079-EXCEL-7,HUBCUS-1001079-WalkE-13,5,1
HUBCUS-1001079-EXCEL-7-HUBCUS-1001079-WalkW-12-lift-HUBCUS-Lift-6,HUBCUS-1001079-EXCEL-7,HUBCUS-1001079-WalkW-12,5,1
HUBCUS-1001079-VIC-4-HUBCUS-1001079-WalkC-6-lift-HUBCUS-Lift-2,HUBCUS-1001079-VIC-4,HUBCUS-1001079-WalkC-6,5,1
HUBCUS-1001079-VIC-4-HUBCUS-Outside-same_level,HUBCUS-1001079-VIC-4,HUBCUS-Outside,1,1
HUBCUS-1001079-WalkC-6-HUBCUS-1001079-XREnt-8-same_level,HUBCUS-1001079-WalkC-6,HUBCUS-1001079-XREnt-8,1,1
HUBCUS-1001079-WalkW-12-HUBCUS-1001079-DLR-2-lift-HUBCUS-Lift-1,HUBCUS-1001079-WalkW-12,HUBCUS-1001079-DLR-2,5,1
HUBCUS-Outside-HUBCUS-1001079-EXCEL-7-same_level,HUBCUS-Outside,HUBCUS-1001079-EXCEL-7,1,1
HUBCUS-Plat03-EB-dlr-HUBCUS-Plat04-WB-dlr-same_level,HUBCUS-Plat03-EB-dlr,HUBCUS-Plat04-WB-dlr,1,1
HUBCUS-PlatB-WB-elizabeth-HUBCUS-PlatA-EB-elizabeth-same_level,HUBCUS-PlatB-WB-elizabeth,HUBCUS-PlatA-EB-elizabeth,1,1
HUBCUT-1002027-Bus-1-HUBCUT-1002027-CREEK-3-same_level,HUBCUT-1002027-Bus-1,HUBCUT-1002027-CREEK-3,1,1
HUBCUT-1002027-Bus-1-HUBCUT-1002027-GREEN-4-same_level,HUBCUT-1002027-Bus-1,HUBCUT-1002027-GREEN-4,1,1
HUBCUT-1002027-CONC-5-HUBCUT-1002027-DLR-2-lift-HUBCUT-Lift-1,HUBCUT-1002027-CONC-5,HUBCUT-1002027-DLR-2,5,1
HUBCUT-1002027-CONC-5-HUBCUT-Outside-same_level,HUBCUT-1002027-CONC-5,HUBCUT-Outside,1,1
HUBCUT-1002027-CREEK-3-HUBCUT-1002027-CONC-5-lift-HUBCUT-Lift-1,HUBCUT-1002027-CREEK-3,HUBCUT-1002027-CONC-5,5,1
HUBCUT-1002027-CREEK-3-HUBCUT-1002027-DLR-2-lift-HUBCUT-Lift-1,HUBCUT-1002027-CREEK-3,HUBCUT-1002027-DLR-2,5,1
HUBCUT-1002027-CREEK-3-HUBCUT-Outside-same_level,HUBCUT-1002027-CREEK-3,HUBCUT-Outside,1,1
HUBCUT-1002027-DLR-2-HUBCUT-Plat01-SB-dlr-same_level,HUBCUT-1002027-DLR-2,HUBCUT-Plat01-SB-dlr,1,1
HUBCUT-1002027-DLR-2-HUBCUT-Plat02-NB-dlr-same_level,HUBCUT-1002027-DLR-2,HUBCUT-Plat02-NB-dlr,1,1
HUBCUT-Plat01-SB-dlr-HUBCUT-Plat02-NB-dlr-same_level,HUBCUT-Plat01-SB-dlr,HUBCUT-Plat02-NB-dlr,1,1
HUBCYP-1001078-Bus-1-HUBCYP-1001078-Entr-3-same_level,HUBCYP-1001078-Bus-1,HUBCYP-1001078-Entr-3,1,1
HUBCYP-1001078-Entr-3-HUBCYP-1001078-RLY-9-same_level,HUBCYP-1001078-Entr-3,HUBCYP-1001078-RLY-9,1,1
HUBCYP-1001078-RLY-9-HUBCYP-1001078-RPL T-7-lift-HUBCYP-Lift-2,HUBCYP-1001078-RLY-9,HUBCYP-1001078-RPL T-7,5,1
HUBCYP-1001078-RLY-9-HUBCYP-1001078-RPLFN-6-lift-HUBCYP-Lift-3,HUBCYP-1001078-RLY-9,HUBCYP-1001078-RPLFN-6,5,1
HUBCYP-1001078-RLY-9-HUBCYP-1001078-RPLFS-5-lift-HUBCYP-Lift-1,HUBCYP-1001078-RLY-9,HUBCYP-1001078-RPLFS-5,5,1
HUBCYP-1001078-RLY-9-HUBCYP-1001078-RPLTN-2-lift-HUBCYP-Lift-1,HUBCYP-1001078-RLY-9,HUBCYP-1001078-RPLTN-2,5,1
HUBCYP-1001078-RLY-9-HUBCYP-1001078-RPLTS-4-lift-HUBCYP-Lift-2,HUBCYP-1001078-RLY-9,HUBCYP-1001078-RPLTS-4,5,1
HUBCYP-1001078-RLY-9-HUBCYP-Outside-same_level,HUBCYP-1001078-RLY-9,HUBCYP-Outside,1,1
HUBCYP-1001078-RPL T-7-HUBCYP-1001078-RPLTS-4-same_level,HUBCYP-1001078-RPL T-7,HUBCYP-1001078-RPLTS-4,1,1
HUBCYP-1001078-RPL T-7-HUBCYP-Plat05-NB-london-overground-same_level,HUBCYP-1001078-RPL T-7,HUBCYP-Plat05-NB-london-overground,1,1
HUBCYP-1001078-RPLFS-5-HUBCYP-1001078-RPLTN-2-same_level,HUBCYP-1001078-RPLFS-5,HUBCYP-1001078-RPLTN-2,1,1
HUBCYP-1001078-RPLFS-5-HUBCYP-Plat03-NB-london-overground-same_level,HUBCYP-1001078-RPLFS-5,HUBCYP-Plat03-NB-london-overground,1,1
HUBCYP-1001078-RPLTN-2-HUBCYP-Plat03-NB-london-overground-same_level,HUBCYP-1001078-RPLTN-2,HUBCYP-Plat03-NB-london-overground,1,1
HUBCYP-1001078-RPLTS-4-HUBCYP-Plat05-NB-london-overground-same_level,HUBCYP-1001078-RPLTS-4,HUBCYP-Plat05-NB-london-overground,1,1
HUBEAL-1000062-Bus-1-HUBEAL-1000062-BusH-9-same_level,HUBEAL-1000062-Bus-1,HUBEAL-1000062-BusH-9,1,1
HUBEAL-1000062-Bus-1-HUBEAL-1000062-EntB-6-same_level,HUBEAL-1000062-Bus-1,HUBEAL-1000062-EntB-6,1,1
HUBEAL-1000062-BusH-9-HUBEAL-1000062-EntB-6-same_level,HUBEAL-1000062-BusH-9,HUBEAL-1000062-EntB-6,1,1
HUBEAL-1000062-Centr-2-HUBEAL-1000062-Centr-3-same_level,HUBEAL-1000062-Centr-2,HUBEAL-1000062-Centr-3,1,1
HUBEAL-1000062-Centr-2-HUBEAL-1000062-DisEB-4-same_level,HUBEAL-1000062-Centr-2,HUBEAL-1000062-DisEB-4,1,1
HUBEAL-1000062-Centr-2-HUBEAL-1000062-DisWB-5-same_level,HUBEAL-1000062-Centr-2,HUBEAL-1000062-DisWB-5,1,1
HUBEAL-1000062-Centr-2-HUBEAL-1000062-RPL3-14-same_level,HUBEAL-1000062-Centr-2,HUBEAL-1000062-RPL3-14,1,1
HUBEAL-1000062-Centr-2-HUBEAL-Plat05-EB-central-same_level,HUBEAL-1000062-Centr-2,HUBEAL-Plat05-EB-central,1,1
HUBEAL-1000062-Centr-2-HUBEAL-Plat06-EB-central-same_level,HUBEAL-1000062-Centr-2,HUBEAL-Plat06-EB-central,1,1
HUBEAL-1000062-Centr-3-HUBEAL-1000062-DisEB-4-same_level,HUBEAL-1000062-Centr-3,HUBEAL-1000062-DisEB-4,1,1
HUBEAL-1000062-Centr-3-HUBEAL-1000062-DisWB-5-same_level,HUBEAL-1000062-Centr-3,HUBEAL-1000062-DisWB-5,1,1
HUBEAL-1000062-Centr-3-HUBEAL-1000062-RPL3-14-same_level,HUBEAL-1000062-Centr-3,HUBEAL-1000062-RPL3-14,1,1
HUBEAL-1000062-DisEB-4-HUBEAL-1000062-DisWB-5-same_level,HUBEAL-1000062-DisEB-4,HUBEAL-1000062-DisWB-5,1,1
HUBEAL-1000062-DisEB-4-HUBEAL-1000062-Ramp-13-ramp,HUBEAL-1000062-DisEB-4,HUBEAL-1000062-Ramp-13,1,0
HUBEAL-1000062-DisEB-4-HUBEAL-Plat07-EB-district-same_level,HUBEAL-1000062-DisEB-4,HUBEAL-Plat07-EB-district,1,1
HUBEAL-1000062-DisEB-4-HUBEAL-Plat09-EB-district-same_level,HUBEAL-1000062-DisEB-4,HUBEAL-Plat09-EB-district,1,1
HUBEAL-1000062-DisWB-5-HUBEAL-1000062-Ramp-13-ramp,HUBEAL-1000062-DisWB-5,HUBEAL-1000062-Ramp-13,1,1
HUBEAL-1000062-EntB-6-HUBEAL-1000062-FBdg-12-same_level,HUBEAL-1000062-EntB-6,HUBEAL-1000062-FBdg-12,1,1
HUBEAL-1000062-FBdg-12-HUBEAL-1000062-RPL1-8-lift-HUBEAL-Lift-1,HUBEAL-1000062-FBdg-12,HUBEAL-1000062-RPL1-8,5,1
HUBEAL-1000062-FBdg-12-HUBEAL-1000062-RPL2-11-lift-HUBEAL-Lift-3,HUBEAL-1000062-FBdg-12,HUBEAL-1000062-RPL2-11,5,1
HUBEAL-1000062-FBdg-12-HUBEAL-1000062-RPL3-14-lift-HUBEAL-Lift-2,HUBEAL-1000062-FBdg-12,HUBEAL-1000062-RPL3-14,5,1
HUBEAL-1000062-RPL1-8-HUBEAL-Plat01-WB-elizabeth-same_level,HUBEAL-1000062-RPL1-8,HUBEAL-Plat01-WB-elizabeth,1,1
HUBEAL-1000062-RPL2-11-HUBEAL-Plat02-EB-elizabeth-same_level,HUBEAL-1000062-RPL2-11,HUBEAL-Plat02-EB-elizabeth,1,1
HUBEAL-1000062-RPL2-11-HUBEAL-Plat03-WB-elizabeth-same_level,HUBEAL-1000062-RPL2-11,HUBEAL-Plat03-WB-elizabeth,1,1
HUBEAL-Outside-HUBEAL-1000062-EntB-6-same_level,HUBEAL-Outside,HUBEAL-1000062-EntB-6,1,1
HUBEAL-Plat04-EB-elizabeth-HUBEAL-1000062-RPL3-14-same_level,HUBEAL-Plat04-EB-elizabeth,HUBEAL-1000062-RPL3-14,1,1
HUBEAL-Plat05-EB-central-HUBEAL-Plat06-EB-central-same_level,HUBEAL-Plat05-EB-central,HUBEAL-Plat06-EB-central,1,1
HUBEAL-Plat08-EB-district-HUBEAL-1000062-DisEB-4-same_level,HUBEAL-Plat08-EB-district,HUBEAL-1000062-DisEB-4,1,1
HUBECY-1000336-ENTT-7-HUBECY-1000336-Tram-2-same_level,HUBECY-1000336-ENTT-7,HUBECY-1000336-Tram-2,1,1
HUBECY-1000336-ENTT-7-HUBECY-1001089-Bus-1-same_level,HUBECY-1000336-ENTT-7,HUBECY-1001089-Bus-1,1,1
HUBECY-1000336-ENTT-7-HUBECY-1001089-EntG-7-same_level,HUBECY-1000336-ENTT-7,HUBECY-1001089-EntG-7,1,1
HUBECY-1000336-ENTT-7-HUBECY-Outside-same_level,HUBECY-1000336-ENTT-7,HUBECY-Outside,1,1
HUBECY-1000336-Tram-2-HUBECY-WB-tram-same_level,HUBECY-1000336-Tram-2,HUBECY-WB-tram,1,1
HUBECY-1001089-Bus-1-HUBECY-1001089-EntG-7-same_level,HUBECY-1001089-Bus-1,HUBECY-1001089-EntG-7,1,1
HUBECY-1001089-EntB-8-HUBECY-1001089-MnCon-6-same_level,HUBECY-1001089-EntB-8,HUBECY-1001089-MnCon-6,1,1
HUBECY-1001089-EntG-7-HUBECY-1001089-MnCon-6-same_level,HUBECY-1001089-EntG-7,HUBECY-1001089-MnCon-6,1,1
HUBECY-1001089-EntR-10-HUBECY-1001089-FBdg-11-lift-HUBECY-Lift-1,HUBECY-1001089-EntR-10,HUBECY-1001089-FBdg-11,5,1
HUBECY-1001089-FBdg-11-HUBECY-1001089-RPL1-2-lift-HUBECY-Lift-2,HUBECY-1001089-FBdg-11,HUBECY-1001089-RPL1-2,5,1
HUBECY-1001089-FBdg-11-HUBECY-1001089-RPL2-3-lift-HUBECY-Lift-3,HUBECY-1001089-FBdg-11,HUBECY-1001089-RPL2-3,5,1
HUBECY-1001089-FBdg-11-HUBECY-1001089-RPL3-4-lift-HUBECY-Lift-4,HUBECY-1001089-FBdg-11,HUBECY-1001089-RPL3-4,5,1
HUBECY-1001089-MnCon-6-HUBECY-1001089-RPL1-2-ramp,HUBECY-1001089-MnCon-6,HUBECY-1001089-RPL1-2,1,1
HUBECY-1001089-MnCon-6-HUBECY-1001089-RPL2-3-ramp,HUBECY-1001089-MnCon-6,HUBECY-1001089-RPL2-3,1,1
HUBECY-1001089-MnCon-6-HUBECY-1001089-RPL3-4-ramp,HUBECY-1001089-MnCon-6,HUBECY-1001089-RPL3-4,1,1
HUBECY-1001089-RPL1-2-HUBECY-Plat01-NB-thameslink-same_level,HUBECY-1001089-RPL1-2,HUBECY-Plat01-NB-thameslink,1,1
HUBECY-1001089-RPL1-2-HUBECY-Plat02-NB-thameslink-same_level,HUBECY-1001089-RPL1-2,HUBECY-Plat02-NB-thameslink,1,1
HUBECY-1001089-RPL2-3-HUBECY-Plat03-SB-thameslink-same_level,HUBECY-1001089-RPL2-3,HUBECY-Plat03-SB-thameslink,1,1
HUBECY-1001089-RPL2-3-HUBECY-Plat04-NB-thameslink-same_level,HUBECY-1001089-RPL2-3,HUBECY-Plat04-NB-thameslink,1,1
HUBECY-1001089-RPL3-4-HUBECY-Plat05-SB-thameslink-same_level,HUBECY-1001089-RPL3-4,HUBECY-Plat05-SB-thameslink,1,1
HUBECY-1001089-RPL3-4-HUBECY-Plat06-SB-thameslink-same_level,HUBECY-1001089-RPL3-4,HUBECY-Plat06-SB-thameslink,1,1
HUBECY-EB-tram-HUBECY-1000336-Tram-2-same_level,HUBECY-EB-tram,HUBECY-1000336-Tram-2,1,1
HUBECY-Outside-HUBECY-1001089-EntB-8-same_level,HUBECY-Outside,HUBECY-1001089-EntB-8,1,1
HUBECY-Outside-HUBECY-1001089-EntD-9-same_level,HUBECY-Outside,HUBECY-1001089-EntD-9,1,1
HUBECY-Outside-HUBECY-1001089-EntG-7-same_level,HUBECY-Outside,HUBECY-1001089-EntG-7,1,1
HUBECY-Outside-HUBECY-1001089-EntR-10-same_level,HUBECY-Outside,HUBECY-1001089-EntR-10,1,1
HUBELM-1001094-Bus-1-HUBELM-1001094-Entr-4-same_level,HUBELM-1001094-Bus-1,HUBELM-1001094-Entr-4,1,1
HUBELM-1001094-Entr-4-HUBELM-1001094-RPL N-5-same_level,HUBELM-1001094-Entr-4,HUBELM-1001094-RPL N-5,1,1
HUBELM-1001094-Entr-4-HUBELM-1001094-Tram-2-same_level,HUBELM-1001094-Entr-4,HUBELM-1001094-Tram-2,1,1
HUBELM-1001094-RPL N-5-HUBELM-1001094-Tram-2-same_level,HUBELM-1001094-RPL N-5,HUBELM-1001094-Tram-2,1,1
HUBELM-Outside-HUBELM-WB-tram-same_level,HUBELM-Outside,HUBELM-WB-tram,1,1
HUBEPH-1000073-A-LON-6-HUBEPH-1000073-BookS-9-same_level,HUBEPH-1000073-A-LON-6,HUBEPH-1000073-BookS-9,1,1
HUBEPH-1000073-A-LON-6-HUBEPH-1000073-Bus-1-same_level,HUBEPH-1000073-A-LON-6,HUBEPH-1000073-Bus-1,1,1
HUBEPH-1000073-BakNB-2-HUBEPH-1000073-BakSB-3-same_level,HUBEPH-1000073-BakNB-2,HUBEPH-1000073-BakSB-3,1,1
HUBEPH-1000073-B-E&C-7-HUBEPH-1000073-BookN-8-same_level,HUBEPH-1000073-B-E&C-7,HUBEPH-1000073-BookN-8,1,1
HUBEPH-1000073-B-E&C-7-HUBEPH-1000073-Bus-1-same_level,HUBEPH-1000073-B-E&C-7,HUBEPH-1000073-Bus-1,1,1
HUBEPH-1000073-BookS-9-HUBEPH-1000073-NorSB-5-lift-HUBEPH-Lift-5,HUBEPH-1000073-BookS-9,HUBEPH-1000073-NorSB-5,5,1
HUBEPH-1000073-BookS-9-HUBEPH-1000073-NorSB-5-lift-HUBEPH-Lift-6,HUBEPH-1000073-BookS-9,HUBEPH-1000073-NorSB-5,5,1
HUBEPH-1000073-BookS-9-HUBEPH-Outside-same_level,HUBEPH-1000073-BookS-9,HUBEPH-Outside,1,1
HUBEPH-1000073-NorSB-5-HUBEPH-Plat02-SB-northern-same_level,HUBEPH-1000073-NorSB-5,HUBEPH-Plat02-SB-northern,1,1
HUBEUS-1000077-A-EUS-8-HUBEUS-1000077-Bus-1-same_level,HUBEUS-1000077-A-EUS-8,HUBEUS-1000077-Bus-1,1,1
HUBEUS-1000077-A-EUS-8-HUBEUS-1000077-BUSA-10-same_level,HUBEUS-1000077-A-EUS-8,HUBEUS-1000077-BUSA-10,1,1
HUBEUS-1000077-A-EUS-8-HUBEUS-1000077-BusH-9-same_level,HUBEUS-1000077-A-EUS-8,HUBEUS-1000077-BusH-9,1,1
HUBEUS-1000077-A-EUS-8-HUBEUS-1000077-BUSJ-15-same_level,HUBEUS-1000077-A-EUS-8,HUBEUS-1000077-BUSJ-15,1,1
HUBEUS-1000077-A-EUS-8-HUBEUS-1000077-RPL-12-same_level,HUBEUS-1000077-A-EUS-8,HUBEUS-1000077-RPL-12,1,1
HUBEUS-1000077-Bus-1-HUBEUS-1000077-BUSA-10-same_level,HUBEUS-1000077-Bus-1,HUBEUS-1000077-BUSA-10,1,1
HUBEUS-1000077-Bus-1-HUBEUS-1000077-BusH-9-same_level,HUBEUS-1000077-Bus-1,HUBEUS-1000077-BusH-9,1,1
HUBEUS-1000077-Bus-1-HUBEUS-1000077-BUSJ-15-same_level,HUBEUS-1000077-Bus-1,HUBEUS-1000077-BUSJ-15,1,1
HUBEUS-1000077-BUSA-10-HUBEUS-1000077-BusH-9-same_level,HUBEUS-1000077-BUSA-10,HUBEUS-1000077-BusH-9,1,1
HUBEUS-1000077-BUSA-10-HUBEUS-1000077-BUSJ-15-same_level,HUBEUS-1000077-BUSA-10,HUBEUS-1000077-BUSJ-15,1,1
